province,confirmed,date
대전,0,2020-07-28
,,
광주,0,2020-07-28
,,
인천,0,2020-07-28
,,
대구,0,2020-07-28
,,
부산,2,2020-07-28
,,
서울,6,2020-07-28
,,
합계,28,2020-07-28
,,
검역,7,2020-07-27
,,
제주,0,2020-07-27
,,
경남,0,2020-07-27
,,
경북,0,2020-07-27
,,
전남,0,2020-07-27
,,
전북,0,2020-07-27
,,
충남,1,2020-07-27
,,
충북,1,2020-07-27
,,
강원,0,2020-07-27
,,
경기,6,2020-07-27
,,
세종,0,2020-07-27
,,
울산,0,2020-07-27
,,
대전,0,2020-07-27
,,
광주,0,2020-07-27
,,
인천,0,2020-07-27
,,
대구,0,2020-07-27
,,
부산,1,2020-07-27
,,
서울,9,2020-07-27
,,
합계,25,2020-07-27
,,
검역,42,2020-07-26
,,
제주,0,2020-07-26
,,
경남,0,2020-07-26
,,
경북,0,2020-07-26
,,
전남,0,2020-07-26
,,
전북,0,2020-07-26
,,
충남,0,2020-07-26
,,
충북,0,2020-07-26
,,
강원,0,2020-07-26
,,
경기,7,2020-07-26
,,
세종,0,2020-07-26
,,
울산,0,2020-07-26
,,
대전,0,2020-07-26
,,
광주,1,2020-07-26
,,
인천,0,2020-07-26
,,
대구,0,2020-07-26
,,
부산,1,2020-07-26
,,
서울,7,2020-07-26
,,
합계,58,2020-07-26
,,
검역,81,2020-07-25
,,
제주,0,2020-07-25
,,
경남,0,2020-07-25
,,
경북,0,2020-07-25
,,
전남,1,2020-07-25
,,
전북,0,2020-07-25
,,
충남,0,2020-07-25
,,
충북,0,2020-07-25
,,
강원,0,2020-07-25
,,
경기,14,2020-07-25
,,
세종,0,2020-07-25
,,
울산,1,2020-07-25
,,
대전,0,2020-07-25
,,
광주,0,2020-07-25
,,
인천,0,2020-07-25
,,
대구,0,2020-07-25
,,
부산,5,2020-07-25
,,
서울,11,2020-07-25
,,
합계,113,2020-07-25
,,
검역,3,2020-07-24
,,
제주,0,2020-07-24
,,
경남,2,2020-07-24
,,
경북,1,2020-07-24
,,
전남,0,2020-07-24
,,
전북,0,2020-07-24
,,
충남,0,2020-07-24
,,
충북,0,2020-07-24
,,
강원,0,2020-07-24
,,
경기,8,2020-07-24
,,
세종,0,2020-07-24
,,
울산,0,2020-07-24
,,
대전,0,2020-07-24
,,
광주,2,2020-07-24
,,
인천,0,2020-07-24
,,
대구,2,2020-07-24
,,
부산,2,2020-07-24
,,
서울,21,2020-07-24
,,
합계,41,2020-07-24
,,
검역,5,2020-07-23
,,
제주,0,2020-07-23
,,
경남,0,2020-07-23
,,
경북,0,2020-07-23
,,
전남,0,2020-07-23
,,
전북,0,2020-07-23
,,
충남,0,2020-07-23
,,
충북,0,2020-07-23
,,
강원,0,2020-07-23
,,
경기,28,2020-07-23
,,
세종,0,2020-07-23
,,
울산,0,2020-07-23
,,
대전,0,2020-07-23
,,
광주,9,2020-07-23
,,
인천,3,2020-07-23
,,
대구,0,2020-07-23
,,
부산,2,2020-07-23
,,
서울,12,2020-07-23
,,
합계,59,2020-07-23
,,
검역,19,2020-07-22
,,
제주,0,2020-07-22
,,
경남,1,2020-07-22
,,
경북,0,2020-07-22
,,
전남,0,2020-07-22
,,
전북,0,2020-07-22
,,
충남,1,2020-07-22
,,
충북,1,2020-07-22
,,
강원,0,2020-07-22
,,
경기,15,2020-07-22
,,
세종,0,2020-07-22
,,
울산,0,2020-07-22
,,
대전,0,2020-07-22
,,
광주,4,2020-07-22
,,
인천,5,2020-07-22
,,
대구,1,2020-07-22
,,
부산,0,2020-07-22
,,
서울,16,2020-07-22
,,
합계,63,2020-07-22
,,
검역,18,2020-07-21
,,
제주,1,2020-07-21
,,
경남,0,2020-07-21
,,
경북,1,2020-07-21
,,
전남,0,2020-07-21
,,
전북,0,2020-07-21
,,
충남,0,2020-07-21
,,
충북,0,2020-07-21
,,
강원,0,2020-07-21
,,
경기,2,2020-07-21
,,
세종,0,2020-07-21
,,
울산,0,2020-07-21
,,
대전,0,2020-07-21
,,
광주,0,2020-07-21
,,
인천,0,2020-07-21
,,
대구,2,2020-07-21
,,
부산,0,2020-07-21
,,
서울,21,2020-07-21
,,
합계,45,2020-07-21
,,
검역,10,2020-07-20
,,
제주,0,2020-07-20
,,
경남,2,2020-07-20
,,
경북,1,2020-07-20
,,
전남,2,2020-07-20
,,
전북,1,2020-07-20
,,
충남,1,2020-07-20
,,
충북,0,2020-07-20
,,
강원,0,2020-07-20
,,
경기,1,2020-07-20
,,
세종,0,2020-07-20
,,
울산,0,2020-07-20
,,
대전,0,2020-07-20
,,
광주,1,2020-07-20
,,
인천,2,2020-07-20
,,
대구,2,2020-07-20
,,
부산,0,2020-07-20
,,
서울,3,2020-07-20
,,
합계,26,2020-07-20
,,
검역,7,2020-07-19
,,
제주,1,2020-07-19
,,
경남,0,2020-07-19
,,
경북,0,2020-07-19
,,
전남,0,2020-07-19
,,
전북,0,2020-07-19
,,
충남,0,2020-07-19
,,
충북,0,2020-07-19
,,
강원,0,2020-07-19
,,
경기,4,2020-07-19
,,
세종,0,2020-07-19
,,
울산,0,2020-07-19
,,
대전,1,2020-07-19
,,
광주,10,2020-07-19
,,
인천,1,2020-07-19
,,
대구,0,2020-07-19
,,
부산,0,2020-07-19
,,
서울,10,2020-07-19
,,
합계,34,2020-07-19
,,
검역,12,2020-07-18
,,
제주,1,2020-07-18
,,
경남,2,2020-07-18
,,
경북,0,2020-07-18
,,
전남,1,2020-07-18
,,
전북,0,2020-07-18
,,
충남,0,2020-07-18
,,
충북,0,2020-07-18
,,
강원,0,2020-07-18
,,
경기,10,2020-07-18
,,
세종,0,2020-07-18
,,
울산,1,2020-07-18
,,
대전,0,2020-07-18
,,
광주,0,2020-07-18
,,
인천,2,2020-07-18
,,
대구,3,2020-07-18
,,
부산,1,2020-07-18
,,
서울,6,2020-07-18
,,
합계,39,2020-07-18
,,
검역,25,2020-07-17
,,
제주,3,2020-07-17
,,
경남,2,2020-07-17
,,
경북,0,2020-07-17
,,
전남,0,2020-07-17
,,
전북,0,2020-07-17
,,
충남,0,2020-07-17
,,
충북,0,2020-07-17
,,
강원,0,2020-07-17
,,
경기,15,2020-07-17
,,
세종,0,2020-07-17
,,
울산,0,2020-07-17
,,
대전,1,2020-07-17
,,
광주,5,2020-07-17
,,
인천,0,2020-07-17
,,
대구,0,2020-07-17
,,
부산,0,2020-07-17
,,
서울,9,2020-07-17
,,
합계,60,2020-07-17
,,
검역,20,2020-07-16
,,
제주,0,2020-07-16
,,
경남,1,2020-07-16
,,
경북,0,2020-07-16
,,
전남,0,2020-07-16
,,
전북,0,2020-07-16
,,
충남,0,2020-07-16
,,
충북,1,2020-07-16
,,
강원,3,2020-07-16
,,
경기,21,2020-07-16
,,
세종,0,2020-07-16
,,
울산,1,2020-07-16
,,
대전,1,2020-07-16
,,
광주,1,2020-07-16
,,
인천,3,2020-07-16
,,
대구,2,2020-07-16
,,
부산,0,2020-07-16
,,
서울,7,2020-07-16
,,
합계,61,2020-07-16
,,
검역,23,2020-07-15
,,
제주,0,2020-07-15
,,
경남,0,2020-07-15
,,
경북,0,2020-07-15
,,
전남,0,2020-07-15
,,
전북,0,2020-07-15
,,
충남,0,2020-07-15
,,
충북,0,2020-07-15
,,
강원,0,2020-07-15
,,
경기,5,2020-07-15
,,
세종,0,2020-07-15
,,
울산,0,2020-07-15
,,
대전,3,2020-07-15
,,
광주,1,2020-07-15
,,
인천,1,2020-07-15
,,
대구,0,2020-07-15
,,
부산,0,2020-07-15
,,
서울,6,2020-07-15
,,
합계,39,2020-07-15
,,
검역,12,2020-07-14
,,
제주,0,2020-07-14
,,
경남,0,2020-07-14
,,
경북,0,2020-07-14
,,
전남,0,2020-07-14
,,
전북,2,2020-07-14
,,
충남,0,2020-07-14
,,
충북,1,2020-07-14
,,
강원,0,2020-07-14
,,
경기,9,2020-07-14
,,
세종,0,2020-07-14
,,
울산,0,2020-07-14
,,
대전,1,2020-07-14
,,
광주,1,2020-07-14
,,
인천,0,2020-07-14
,,
대구,0,2020-07-14
,,
부산,0,2020-07-14
,,
서울,7,2020-07-14
,,
합계,33,2020-07-14
,,
검역,18,2020-07-13
,,
제주,0,2020-07-13
,,
경남,2,2020-07-13
,,
경북,0,2020-07-13
,,
전남,0,2020-07-13
,,
전북,0,2020-07-13
,,
충남,4,2020-07-13
,,
충북,1,2020-07-13
,,
강원,2,2020-07-13
,,
경기,11,2020-07-13
,,
세종,0,2020-07-13
,,
울산,0,2020-07-13
,,
대전,0,2020-07-13
,,
광주,7,2020-07-13
,,
인천,3,2020-07-13
,,
대구,1,2020-07-13
,,
부산,0,2020-07-13
,,
서울,13,2020-07-13
,,
합계,62,2020-07-13
,,
검역,12,2020-07-12
,,
제주,0,2020-07-12
,,
경남,1,2020-07-12
,,
경북,0,2020-07-12
,,
전남,0,2020-07-12
,,
전북,1,2020-07-12
,,
충남,0,2020-07-12
,,
충북,0,2020-07-12
,,
강원,0,2020-07-12
,,
경기,17,2020-07-12
,,
세종,0,2020-07-12
,,
울산,0,2020-07-12
,,
대전,1,2020-07-12
,,
광주,5,2020-07-12
,,
인천,0,2020-07-12
,,
대구,0,2020-07-12
,,
부산,0,2020-07-12
,,
서울,7,2020-07-12
,,
합계,44,2020-07-12
,,
검역,8,2020-07-11
,,
제주,0,2020-07-11
,,
경남,0,2020-07-11
,,
경북,0,2020-07-11
,,
전남,0,2020-07-11
,,
전북,2,2020-07-11
,,
충남,1,2020-07-11
,,
충북,0,2020-07-11
,,
강원,0,2020-07-11
,,
경기,4,2020-07-11
,,
세종,0,2020-07-11
,,
울산,0,2020-07-11
,,
대전,2,2020-07-11
,,
광주,9,2020-07-11
,,
인천,1,2020-07-11
,,
대구,0,2020-07-11
,,
부산,0,2020-07-11
,,
서울,8,2020-07-11
,,
합계,35,2020-07-11
,,
검역,4,2020-07-10
,,
제주,0,2020-07-10
,,
경남,3,2020-07-10
,,
경북,0,2020-07-10
,,
전남,3,2020-07-10
,,
전북,0,2020-07-10
,,
충남,0,2020-07-10
,,
충북,2,2020-07-10
,,
강원,0,2020-07-10
,,
경기,14,2020-07-10
,,
세종,0,2020-07-10
,,
울산,0,2020-07-10
,,
대전,7,2020-07-10
,,
광주,3,2020-07-10
,,
인천,1,2020-07-10
,,
대구,0,2020-07-10
,,
부산,0,2020-07-10
,,
서울,8,2020-07-10
,,
합계,45,2020-07-10
,,
검역,5,2020-07-09
,,
제주,0,2020-07-09
,,
경남,2,2020-07-09
,,
경북,0,2020-07-09
,,
전남,1,2020-07-09
,,
전북,1,2020-07-09
,,
충남,1,2020-07-09
,,
충북,0,2020-07-09
,,
강원,0,2020-07-09
,,
경기,8,2020-07-09
,,
세종,0,2020-07-09
,,
울산,0,2020-07-09
,,
대전,6,2020-07-09
,,
광주,15,2020-07-09
,,
인천,3,2020-07-09
,,
대구,0,2020-07-09
,,
부산,0,2020-07-09
,,
서울,8,2020-07-09
,,
합계,50,2020-07-09
,,
검역,11,2020-07-08
,,
제주,0,2020-07-08
,,
경남,2,2020-07-08
,,
경북,1,2020-07-08
,,
전남,1,2020-07-08
,,
전북,2,2020-07-08
,,
충남,6,2020-07-08
,,
충북,0,2020-07-08
,,
강원,0,2020-07-08
,,
경기,18,2020-07-08
,,
세종,0,2020-07-08
,,
울산,0,2020-07-08
,,
대전,2,2020-07-08
,,
광주,8,2020-07-08
,,
인천,1,2020-07-08
,,
대구,1,2020-07-08
,,
부산,0,2020-07-08
,,
서울,10,2020-07-08
,,
합계,63,2020-07-08
,,
검역,16,2020-07-07
,,
제주,0,2020-07-07
,,
경남,0,2020-07-07
,,
경북,0,2020-07-07
,,
전남,0,2020-07-07
,,
전북,1,2020-07-07
,,
충남,0,2020-07-07
,,
충북,0,2020-07-07
,,
강원,0,2020-07-07
,,
경기,13,2020-07-07
,,
세종,0,2020-07-07
,,
울산,0,2020-07-07
,,
대전,2,2020-07-07
,,
광주,6,2020-07-07
,,
인천,2,2020-07-07
,,
대구,1,2020-07-07
,,
부산,0,2020-07-07
,,
서울,3,2020-07-07
,,
합계,44,2020-07-07
,,
검역,15,2020-07-06
,,
제주,0,2020-07-06
,,
경남,1,2020-07-06
,,
경북,1,2020-07-06
,,
전남,2,2020-07-06
,,
전북,0,2020-07-06
,,
충남,1,2020-07-06
,,
충북,0,2020-07-06
,,
강원,1,2020-07-06
,,
경기,6,2020-07-06
,,
세종,0,2020-07-06
,,
울산,0,2020-07-06
,,
대전,2,2020-07-06
,,
광주,7,2020-07-06
,,
인천,6,2020-07-06
,,
대구,2,2020-07-06
,,
부산,1,2020-07-06
,,
서울,3,2020-07-06
,,
합계,48,2020-07-06
,,
검역,9,2020-07-05
,,
제주,1,2020-07-05
,,
경남,0,2020-07-05
,,
경북,1,2020-07-05
,,
전남,0,2020-07-05
,,
전북,1,2020-07-05
,,
충남,0,2020-07-05
,,
충북,0,2020-07-05
,,
강원,1,2020-07-05
,,
경기,8,2020-07-05
,,
세종,0,2020-07-05
,,
울산,0,2020-07-05
,,
대전,8,2020-07-05
,,
광주,16,2020-07-05
,,
인천,0,2020-07-05
,,
대구,0,2020-07-05
,,
부산,0,2020-07-05
,,
서울,16,2020-07-05
,,
합계,61,2020-07-05
,,
검역,18,2020-07-04
,,
제주,0,2020-07-04
,,
경남,1,2020-07-04
,,
경북,1,2020-07-04
,,
전남,0,2020-07-04
,,
전북,0,2020-07-04
,,
충남,0,2020-07-04
,,
충북,2,2020-07-04
,,
강원,0,2020-07-04
,,
경기,19,2020-07-04
,,
세종,0,2020-07-04
,,
울산,0,2020-07-04
,,
대전,3,2020-07-04
,,
광주,8,2020-07-04
,,
인천,2,2020-07-04
,,
대구,1,2020-07-04
,,
부산,1,2020-07-04
,,
서울,7,2020-07-04
,,
합계,63,2020-07-04
,,
검역,4,2020-07-03
,,
제주,0,2020-07-03
,,
경남,2,2020-07-03
,,
경북,1,2020-07-03
,,
전남,0,2020-07-03
,,
전북,1,2020-07-03
,,
충남,1,2020-07-03
,,
충북,0,2020-07-03
,,
강원,0,2020-07-03
,,
경기,18,2020-07-03
,,
세종,0,2020-07-03
,,
울산,0,2020-07-03
,,
대전,4,2020-07-03
,,
광주,6,2020-07-03
,,
인천,1,2020-07-03
,,
대구,13,2020-07-03
,,
부산,0,2020-07-03
,,
서울,12,2020-07-03
,,
합계,63,2020-07-03
,,
검역,2,2020-07-02
,,
제주,0,2020-07-02
,,
경남,0,2020-07-02
,,
경북,0,2020-07-02
,,
전남,0,2020-07-02
,,
전북,0,2020-07-02
,,
충남,3,2020-07-02
,,
충북,0,2020-07-02
,,
강원,0,2020-07-02
,,
경기,10,2020-07-02
,,
세종,0,2020-07-02
,,
울산,0,2020-07-02
,,
대전,1,2020-07-02
,,
광주,22,2020-07-02
,,
인천,0,2020-07-02
,,
대구,3,2020-07-02
,,
부산,0,2020-07-02
,,
서울,13,2020-07-02
,,
합계,54,2020-07-02
,,
검역,5,2020-07-01
,,
제주,0,2020-07-01
,,
경남,0,2020-07-01
,,
경북,0,2020-07-01
,,
전남,1,2020-07-01
,,
전북,0,2020-07-01
,,
충남,1,2020-07-01
,,
충북,0,2020-07-01
,,
강원,0,2020-07-01
,,
경기,16,2020-07-01
,,
세종,0,2020-07-01
,,
울산,0,2020-07-01
,,
대전,4,2020-07-01
,,
광주,12,2020-07-01
,,
인천,2,2020-07-01
,,
대구,1,2020-07-01
,,
부산,0,2020-07-01
,,
서울,9,2020-07-01
,,
합계,51,2020-07-01
,,
검역,13,2020-06-30
,,
제주,0,2020-06-30
,,
경남,0,2020-06-30
,,
경북,1,2020-06-30
,,
전남,0,2020-06-30
,,
전북,0,2020-06-30
,,
충남,0,2020-06-30
,,
충북,1,2020-06-30
,,
강원,1,2020-06-30
,,
경기,7,2020-06-30
,,
세종,1,2020-06-30
,,
울산,0,2020-06-30
,,
대전,5,2020-06-30
,,
광주,3,2020-06-30
,,
인천,3,2020-06-30
,,
대구,0,2020-06-30
,,
부산,1,2020-06-30
,,
서울,7,2020-06-30
,,
합계,43,2020-06-30
,,
검역,5,2020-06-29
,,
제주,0,2020-06-29
,,
경남,1,2020-06-29
,,
경북,1,2020-06-29
,,
전남,1,2020-06-29
,,
전북,1,2020-06-29
,,
충남,0,2020-06-29
,,
충북,0,2020-06-29
,,
강원,0,2020-06-29
,,
경기,16,2020-06-29
,,
세종,0,2020-06-29
,,
울산,0,2020-06-29
,,
대전,2,2020-06-29
,,
광주,4,2020-06-29
,,
인천,1,2020-06-29
,,
대구,2,2020-06-29
,,
부산,1,2020-06-29
,,
서울,7,2020-06-29
,,
합계,42,2020-06-29
,,
검역,16,2020-06-28
,,
제주,0,2020-06-28
,,
경남,0,2020-06-28
,,
경북,0,2020-06-28
,,
전남,3,2020-06-28
,,
전북,0,2020-06-28
,,
충남,1,2020-06-28
,,
충북,1,2020-06-28
,,
강원,0,2020-06-28
,,
경기,17,2020-06-28
,,
세종,0,2020-06-28
,,
울산,0,2020-06-28
,,
대전,6,2020-06-28
,,
광주,4,2020-06-28
,,
인천,0,2020-06-28
,,
대구,0,2020-06-28
,,
부산,0,2020-06-28
,,
서울,14,2020-06-28
,,
합계,62,2020-06-28
,,
검역,11,2020-06-27
,,
제주,0,2020-06-27
,,
경남,0,2020-06-27
,,
경북,0,2020-06-27
,,
전남,0,2020-06-27
,,
전북,1,2020-06-27
,,
충남,0,2020-06-27
,,
충북,1,2020-06-27
,,
강원,0,2020-06-27
,,
경기,17,2020-06-27
,,
세종,0,2020-06-27
,,
울산,0,2020-06-27
,,
대전,2,2020-06-27
,,
광주,0,2020-06-27
,,
인천,1,2020-06-27
,,
대구,1,2020-06-27
,,
부산,0,2020-06-27
,,
서울,17,2020-06-27
,,
합계,51,2020-06-27
,,
검역,11,2020-06-27
,,
제주,0,2020-06-27
,,
경남,0,2020-06-27
,,
경북,0,2020-06-27
,,
전남,0,2020-06-27
,,
전북,1,2020-06-27
,,
충남,0,2020-06-27
,,
충북,1,2020-06-27
,,
강원,0,2020-06-27
,,
경기,17,2020-06-27
,,
세종,0,2020-06-27
,,
울산,0,2020-06-27
,,
대전,2,2020-06-27
,,
광주,0,2020-06-27
,,
인천,1,2020-06-27
,,
대구,1,2020-06-27
,,
부산,0,2020-06-27
,,
서울,17,2020-06-27
,,
합계,51,2020-06-27
,,
검역,7,2020-06-26
,,
제주,0,2020-06-26
,,
경남,0,2020-06-26
,,
경북,1,2020-06-26
,,
전남,0,2020-06-26
,,
전북,0,2020-06-26
,,
충남,3,2020-06-26
,,
충북,0,2020-06-26
,,
강원,1,2020-06-26
,,
경기,4,2020-06-26
,,
세종,0,2020-06-26
,,
울산,0,2020-06-26
,,
대전,4,2020-06-26
,,
광주,0,2020-06-26
,,
인천,2,2020-06-26
,,
대구,0,2020-06-26
,,
부산,0,2020-06-26
,,
서울,17,2020-06-26
,,
합계,39,2020-06-26
,,
검역,4,2020-06-25
,,
제주,0,2020-06-25
,,
경남,0,2020-06-25
,,
경북,0,2020-06-25
,,
전남,0,2020-06-25
,,
전북,0,2020-06-25
,,
충남,1,2020-06-25
,,
충북,0,2020-06-25
,,
강원,0,2020-06-25
,,
경기,9,2020-06-25
,,
세종,0,2020-06-25
,,
울산,0,2020-06-25
,,
대전,4,2020-06-25
,,
광주,0,2020-06-25
,,
인천,1,2020-06-25
,,
대구,0,2020-06-25
,,
부산,0,2020-06-25
,,
서울,9,2020-06-25
,,
합계,28,2020-06-25
,,
검역,12,2020-06-24
,,
제주,0,2020-06-24
,,
경남,0,2020-06-24
,,
경북,1,2020-06-24
,,
전남,0,2020-06-24
,,
전북,1,2020-06-24
,,
충남,1,2020-06-24
,,
충북,0,2020-06-24
,,
강원,1,2020-06-24
,,
경기,7,2020-06-24
,,
세종,0,2020-06-24
,,
울산,2,2020-06-24
,,
대전,8,2020-06-24
,,
광주,0,2020-06-24
,,
인천,3,2020-06-24
,,
대구,2,2020-06-24
,,
부산,2,2020-06-24
,,
서울,11,2020-06-24
,,
합계,51,2020-06-24
,,
검역,26,2020-06-23
,,
제주,0,2020-06-23
,,
경남,0,2020-06-23
,,
경북,0,2020-06-23
,,
전남,0,2020-06-23
,,
전북,0,2020-06-23
,,
충남,0,2020-06-23
,,
충북,1,2020-06-23
,,
강원,0,2020-06-23
,,
경기,7,2020-06-23
,,
세종,0,2020-06-23
,,
울산,0,2020-06-23
,,
대전,4,2020-06-23
,,
광주,0,2020-06-23
,,
인천,1,2020-06-23
,,
대구,1,2020-06-23
,,
부산,0,2020-06-23
,,
서울,6,2020-06-23
,,
합계,46,2020-06-23
,,
검역,0,2020-06-22
,,
제주,0,2020-06-22
,,
경남,0,2020-06-22
,,
경북,1,2020-06-22
,,
전남,0,2020-06-22
,,
전북,1,2020-06-22
,,
충남,2,2020-06-22
,,
충북,0,2020-06-22
,,
강원,0,2020-06-22
,,
경기,6,2020-06-22
,,
세종,0,2020-06-22
,,
울산,0,2020-06-22
,,
대전,0,2020-06-22
,,
광주,0,2020-06-22
,,
인천,1,2020-06-22
,,
대구,1,2020-06-22
,,
부산,0,2020-06-22
,,
서울,5,2020-06-22
,,
합계,17,2020-06-22
,,
검역,4,2020-06-21
,,
제주,0,2020-06-21
,,
경남,1,2020-06-21
,,
경북,0,2020-06-21
,,
전남,0,2020-06-21
,,
전북,0,2020-06-21
,,
충남,1,2020-06-21
,,
충북,0,2020-06-21
,,
강원,2,2020-06-21
,,
경기,10,2020-06-21
,,
세종,1,2020-06-21
,,
울산,0,2020-06-21
,,
대전,10,2020-06-21
,,
광주,1,2020-06-21
,,
인천,0,2020-06-21
,,
대구,1,2020-06-21
,,
부산,0,2020-06-21
,,
서울,17,2020-06-21
,,
합계,48,2020-06-21
,,
검역,18,2020-06-20
,,
제주,0,2020-06-20
,,
경남,0,2020-06-20
,,
경북,1,2020-06-20
,,
전남,0,2020-06-20
,,
전북,1,2020-06-20
,,
충남,2,2020-06-20
,,
충북,0,2020-06-20
,,
강원,0,2020-06-20
,,
경기,17,2020-06-20
,,
세종,0,2020-06-20
